EXPENSE_ID,TITLE,AMOUNT,LABEL,COMMENTS,EXPENSE_DATE,CREATED_AT,ATTACHMENT,TYPE,CATEGORY,EXPENSE_NUMBER,UPDATED_AT,STATUS,EXPECTED_PAYMENT_DATE
4240,Occasion Frais,51.29,Note Reyboeuf,Expérience tête escalier pencher subir hiver.,2025-07-22,2025-07-24,,equipment,Frais bancaires,EXP-2025-04240,2025-08-22,paid,2025-07-29
4241,Aventure Achat,12.51,Note Maurice,Confiance raconter voir faux.,2025-07-22,2025-07-22,,subscription,Maintenance,EXP-2025-04241,2025-07-22,paid,2025-08-16
4242,Compte Frais,111.46,Note Sainte Alice,Vaincre accuser songer pas.,2025-07-22,2025-07-22,,software,Déplacements,EXP-2025-04242,2025-07-22,paid,2025-09-20
4243,Lutte Achat,34.06,Facture Maillot,,2025-07-22,2025-07-24,,other,Frais professionnels,EXP-2025-04243,2025-08-02,unpaid,2025-08-25
4244,Partie Frais,95.48,Facture Masse,Appuyer immense lueur dire.,2025-07-22,2025-07-22,,other,Restauration,EXP-2025-04244,2025-07-22,paid,2025-07-26
4245,Gouvernement Facture,55.71,Frais vieux,Musique digne mal.,2025-07-22,2025-07-22,,research,Frais de représentation,EXP-2025-04245,2025-08-07,paid,2025-08-17
4246,Mine Facture,15.89,Facture Baudry,,2025-07-22,2025-07-23,,professional,Formation,EXP-2025-04246,2025-07-23,unpaid,2025-08-17
4247,Roman Dépense,62.27,Facture Lefort SA,,2025-07-22,2025-07-24,,marketing,Abonnements,EXP-2025-04247,2025-07-24,unpaid,2025-08-08
4248,Depuis Dépense,316.39,Facture Pascal,Maintenant descendre fonder impossible scène placer comme.,2025-07-22,2025-07-22,,office,Déplacements,EXP-2025-04248,2025-07-22,unpaid,2025-07-29
4249,Pouvoir Achat,81.0,Achat consentir,,2025-07-22,2025-07-24,,lodging,Hébergement,EXP-2025-04249,2025-07-24,paid,2025-09-11
4250,Attirer Dépense,52.14,Service cri,,2025-07-22,2025-07-22,,professional,Abonnements,EXP-2025-04250,2025-07-22,paid,2025-09-16
4251,Charge Achat,129.06,Achat profiter,,2025-07-22,2025-07-23,,food,Déplacements,EXP-2025-04251,2025-08-09,paid,2025-08-03
4252,Complètement Frais,64.62,Frais action,,2025-07-22,2025-07-24,,marketing,Frais de représentation,EXP-2025-04252,2025-07-24,paid,2025-08-29
4253,Demain Frais,64.56,Achat jeune,,2025-07-22,2025-07-23,,subscription,Maintenance,EXP-2025-04253,2025-08-22,paid,2025-08-25
4254,Reprendre Achat,22.8,Remboursement Colin,,2025-07-22,2025-07-23,,lodging,R&D,EXP-2025-04254,2025-07-23,unpaid,2025-09-02
4255,Hôtel Facture,65.83,Frais avis,Mal réel maladie seconde.,2025-07-22,2025-07-24,,software,Services publics,EXP-2025-04255,2025-07-24,paid,2025-09-17
4256,Témoin Facture,125.01,Achat atteindre,,2025-07-22,2025-07-24,,travel,Communication,EXP-2025-04256,2025-07-25,paid,2025-09-15
4257,Nature Facture,27.97,Remboursement Barbier,Savoir rire mais travailler eau scène.,2025-07-22,2025-07-23,,software,Loyer,EXP-2025-04257,2025-07-23,paid,2025-08-21
4258,Fil Frais,170.65,Remboursement Vallet,,2025-07-22,2025-07-22,,marketing,Loyer,EXP-2025-04258,2025-07-22,paid,2025-09-11
4259,Détail Frais,50.74,Service bruit,,2025-07-22,2025-07-23,,professional,Abonnements,EXP-2025-04259,2025-07-23,unpaid,2025-08-19
4260,Divers Frais,26.84,Service groupe,Rencontrer action large pareil douze.,2025-07-22,2025-07-22,,software,Services publics,EXP-2025-04260,2025-07-22,paid,2025-07-23
4261,Sueur Achat,121.28,Achat terminer,Apercevoir craindre absolu absolument tuer banc appartement folie.,2025-07-22,2025-07-22,,marketing,Déplacements,EXP-2025-04261,2025-07-22,paid,2025-07-31
4262,Chambre Dépense,43.4,Frais désespoir,Loi drame cesse supérieur avant trois.,2025-07-22,2025-07-23,,subscription,Loyer,EXP-2025-04262,2025-07-23,paid,2025-07-24
4263,Demain Facture,100.24,Facture Bailly,,2025-07-22,2025-07-22,,other,Abonnements,EXP-2025-04263,2025-07-22,unpaid,2025-09-05
4264,Clair Dépense,43.23,Frais conscience,Charge faire lire confiance pierre.,2025-07-22,2025-07-22,,other,Fournitures bureau,EXP-2025-04264,2025-08-16,paid,2025-08-03
4265,Seuil Frais,52.05,Remboursement Ferreira,Rang pénétrer rouge chercher.,2025-07-22,2025-07-23,,subscription,Frais professionnels,EXP-2025-04265,2025-07-23,paid,2025-08-24
4266,Forcer Dépense,81.03,Frais bouche,Temps couvrir ventre arracher mêler fait étaler.,2025-07-22,2025-07-24,,software,Loyer,EXP-2025-04266,2025-07-24,paid,2025-07-26
4267,Écraser Achat,68.9,Service croire,Notre soutenir bataille deux.,2025-07-22,2025-07-22,,maintenance,Matériel informatique,EXP-2025-04267,2025-07-22,unpaid,2025-08-22
4268,Fumée Dépense,11.06,Remboursement Ramos,Personne compte montagne.,2025-07-22,2025-07-23,,maintenance,Transport,EXP-2025-04268,2025-07-28,unpaid,2025-08-15
4269,Connaître Dépense,22.26,Note Paul,Anglais mouvement expérience puis reprendre.,2025-07-22,2025-07-24,,food,Abonnements,EXP-2025-04269,2025-08-09,paid,2025-08-25
4270,Ouvert Frais,114.84,Remboursement Leroy,,2025-07-22,2025-07-24,,research,Frais professionnels,EXP-2025-04270,2025-07-24,paid,2025-08-07
4271,Taille Frais,49.12,Facture Bailly Rodrigues S.A.R.L.,Mon lorsque fatigue étude.,2025-07-22,2025-07-24,,marketing,Logiciels,EXP-2025-04271,2025-08-15,paid,2025-07-29
4272,Intelligence Achat,35.91,Service plus,Vague on exposer durer animal fait.,2025-07-22,2025-07-22,,equipment,Services publics,EXP-2025-04272,2025-07-22,unpaid,2025-08-10
4273,Faire Frais,18.41,Frais signe,,2025-07-22,2025-07-22,,travel,Logiciels,EXP-2025-04273,2025-07-22,unpaid,2025-08-26
4274,Liberté Frais,23.02,Achat garçon,Type public chanter abattre observer geste entrer.,2025-07-22,2025-07-24,,office,Loyer,EXP-2025-04274,2025-07-24,paid,2025-08-21
4275,Sourire Achat,10.83,Facture Chevalier,,2025-07-22,2025-07-22,,software,Logiciels,EXP-2025-04275,2025-07-22,unpaid,2025-08-12
4276,Lourd Achat,50.35,Note Maréchalnec,Monde travail tombe cou.,2025-07-22,2025-07-24,,lodging,Assurances,EXP-2025-04276,2025-08-14,unpaid,2025-08-05
4277,Enfermer Frais,33.83,Frais considérer,,2025-07-22,2025-07-24,,research,Communication,EXP-2025-04277,2025-07-24,paid,2025-08-13
4278,Discuter Achat,25.2,Service risquer,,2025-07-22,2025-07-24,,lodging,Restauration,EXP-2025-04278,2025-08-20,paid,2025-07-28
4279,Chaleur Facture,51.7,Note Charpentier,Payer soirée vieux prononcer.,2025-07-22,2025-07-23,,software,R&D,EXP-2025-04279,2025-07-23,paid,2025-08-15
4280,Endormir Facture,73.05,Note Sainte Timothée,Jamais marchand dès finir perdu membre joindre charge.,2025-07-22,2025-07-22,,travel,Services publics,EXP-2025-04280,2025-07-24,paid,2025-08-05
4281,Puis Achat,291.36,Remboursement Couturier,Comme tout sauter suivre beaucoup.,2025-07-22,2025-07-23,,maintenance,Loyer,EXP-2025-04281,2025-07-23,unpaid,2025-08-10
4282,Coin Achat,16.29,Remboursement Da Silva,Police marquer forcer peuple famille.,2025-07-22,2025-07-24,,subscription,Marketing,EXP-2025-04282,2025-07-24,paid,2025-08-04
4283,Réfléchir Dépense,138.03,Frais soldat,Rayon éclat horizon fixe divers tu admettre.,2025-07-22,2025-07-23,,travel,Services publics,EXP-2025-04283,2025-07-23,unpaid,2025-09-12
4284,Beau Frais,118.92,Facture Albert,Plante reculer tête cause former.,2025-07-22,2025-07-22,,other,Communication,EXP-2025-04284,2025-07-22,unpaid,2025-09-02
4285,Impossible Facture,29.27,Note Lemonnier-sur-Deschamps,,2025-07-22,2025-07-24,,software,R&D,EXP-2025-04285,2025-07-30,unpaid,2025-09-10
4286,Ajouter Facture,64.24,Remboursement Marques,Accrocher cinquante hasard soutenir connaître que content.,2025-07-22,2025-07-22,,subscription,Formation,EXP-2025-04286,2025-07-22,unpaid,2025-08-25
4287,Aile Dépense,37.86,Remboursement Gay,,2025-07-22,2025-07-24,,lodging,Fournitures bureau,EXP-2025-04287,2025-07-24,paid,2025-09-20
4288,Tellement Achat,63.34,Note VincentBourg,Trésor dieu solitude époque sable hier service.,2025-07-22,2025-07-23,,professional,Frais bancaires,EXP-2025-04288,2025-07-23,paid,2025-09-05
4289,Machine Dépense,182.6,Frais creuser,Occuper feuille accorder forme.,2025-07-22,2025-07-24,,equipment,Hébergement,EXP-2025-04289,2025-07-24,unpaid,2025-07-26
4290,Conduire Frais,88.63,Facture Lebon,,2025-07-22,2025-07-22,,subscription,Communication,EXP-2025-04290,2025-08-14,paid,2025-08-14
4291,Regarder Frais,82.01,Note Chauveau,Goût franchir du tendre nord paraître celui.,2025-07-22,2025-07-24,,equipment,Déplacements,EXP-2025-04291,2025-07-24,paid,2025-08-15
4292,Jeune Dépense,38.7,Service exprimer,,2025-07-22,2025-07-22,,maintenance,Services publics,EXP-2025-04292,2025-07-22,paid,2025-08-16
4293,Cour Frais,16.66,Facture Guérin Seguin SARL,Remercier prévenir gens en.,2025-07-22,2025-07-23,,travel,Assurances,EXP-2025-04293,2025-08-12,paid,2025-07-24
4294,Inviter Achat,46.21,Note Sainte Georgesdan,,2025-07-22,2025-07-24,,research,R&D,EXP-2025-04294,2025-08-03,unpaid,2025-08-26
4295,Attitude Dépense,143.35,Remboursement Chrétien,,2025-07-22,2025-07-24,,subscription,Maintenance,EXP-2025-04295,2025-07-24,paid,2025-09-20
4296,Importance Achat,16.09,Note Leblanc-sur-Evrard,Votre large figure coûter peur.,2025-07-22,2025-07-23,,maintenance,Assurances,EXP-2025-04296,2025-07-23,paid,2025-09-02
4297,Combat Facture,23.47,Note Munozdan,Près répéter hésiter.,2025-07-22,2025-07-24,,other,Fournitures bureau,EXP-2025-04297,2025-07-24,unpaid,2025-08-17
4298,Caractère Facture,60.4,Facture Pasquier,,2025-07-22,2025-07-24,,marketing,Fournitures bureau,EXP-2025-04298,2025-07-24,paid,2025-07-27
4299,Entrée Achat,24.84,Frais expliquer,,2025-07-22,2025-07-23,,other,Frais bancaires,EXP-2025-04299,2025-07-23,paid,2025-08-13
4300,Sujet Facture,28.96,Remboursement Giraud,Rejoindre corde l'une cerveau jaune bête vent terreur.,2025-07-22,2025-07-23,,food,Services publics,EXP-2025-04300,2025-07-23,unpaid,2025-08-09
4301,Caresser Facture,38.9,Facture Guillaume,,2025-07-22,2025-07-23,,research,Déplacements,EXP-2025-04301,2025-07-23,paid,2025-09-01
4302,Surtout Frais,18.31,Service venir,Devoir ni pas marché voie mien.,2025-07-22,2025-07-23,,lodging,Matériel informatique,EXP-2025-04302,2025-07-23,paid,2025-08-12
4303,Installer Achat,25.05,Frais intérêt,,2025-07-22,2025-07-22,,equipment,Abonnements,EXP-2025-04303,2025-08-21,unpaid,2025-08-24
4304,Gens Frais,95.85,Remboursement Salmon,,2025-07-22,2025-07-24,,maintenance,Transport,EXP-2025-04304,2025-08-06,paid,2025-09-19
4305,Bataille Facture,19.18,Frais hauteur,Prévenir environ forme valoir course tellement.,2025-07-22,2025-07-22,,maintenance,Hébergement,EXP-2025-04305,2025-07-22,paid,2025-09-08
4306,Souvenir Dépense,15.21,Achat étranger,Troisième vivre mode arrivée voyage.,2025-07-22,2025-07-22,,subscription,R&D,EXP-2025-04306,2025-07-22,paid,2025-08-17
4307,Son Frais,32.98,Facture Pereira,Très après digne soi.,2025-07-22,2025-07-22,,professional,Logiciels,EXP-2025-04307,2025-08-08,paid,2025-08-20
4308,Même Facture,98.06,Service soleil,Souvenir ce horizon écraser avenir croiser certain.,2025-07-22,2025-07-24,,research,Déplacements,EXP-2025-04308,2025-07-24,unpaid,2025-08-28
4309,Entraîner Dépense,46.64,Achat fauteuil,Je blanc auquel bien mer énergie colère fixer.,2025-07-22,2025-07-22,,subscription,Frais professionnels,EXP-2025-04309,2025-07-22,unpaid,2025-08-26
4310,Aucun Facture,37.65,Facture Ferrand Roche S.A.,,2025-07-22,2025-07-24,,professional,Frais professionnels,EXP-2025-04310,2025-07-24,paid,2025-09-20
4311,Céder Dépense,56.57,Achat confiance,Tout pointe mêler tandis que dessus.,2025-07-22,2025-07-22,,research,Restauration,EXP-2025-04311,2025-07-22,unpaid,2025-08-25
4312,Absolument Dépense,13.51,Achat année,,2025-07-22,2025-07-23,,other,Marketing,EXP-2025-04312,2025-07-29,unpaid,2025-07-26
4313,Contraire Facture,81.11,Frais perte,Écouter retour travers.,2025-07-22,2025-07-23,,other,Frais bancaires,EXP-2025-04313,2025-07-23,paid,2025-08-24
4314,Lors Facture,74.2,Achat mettre,Voix douleur chaud élément.,2025-07-22,2025-07-22,,maintenance,Abonnements,EXP-2025-04314,2025-07-22,unpaid,2025-08-20
4315,Maître Achat,39.35,Facture Daniel et Fils,,2025-07-22,2025-07-22,,marketing,Abonnements,EXP-2025-04315,2025-07-22,paid,2025-08-22
4316,Travers Achat,122.09,Service retourner,,2025-07-22,2025-07-23,,research,Marketing,EXP-2025-04316,2025-07-23,unpaid,2025-09-13
4317,Asseoir Dépense,22.15,Achat le,Comme me rassurer naître.,2025-07-22,2025-07-22,,marketing,Formation,EXP-2025-04317,2025-07-22,paid,2025-09-13
4318,Métier Facture,134.6,Remboursement Dias,Bien ni seconde seigneur atteindre expliquer système.,2025-07-22,2025-07-22,,lodging,Frais de représentation,EXP-2025-04318,2025-07-22,paid,2025-08-25
4319,Vif Dépense,61.78,Service paquet,,2025-07-22,2025-07-22,,maintenance,Abonnements,EXP-2025-04319,2025-08-01,paid,2025-09-13
4320,Gros Dépense,41.71,Facture Thomas S.A.R.L.,Main ventre gauche.,2025-07-22,2025-07-23,,research,Maintenance,EXP-2025-04320,2025-07-23,paid,2025-08-30
4321,Mauvais Facture,53.74,Remboursement Gomes,,2025-07-22,2025-07-22,,lodging,Loyer,EXP-2025-04321,2025-07-22,unpaid,2025-08-30
4322,Second Dépense,50.11,Service elle,Religion enfoncer muet voiture même fille.,2025-07-22,2025-07-23,,travel,Maintenance,EXP-2025-04322,2025-07-23,paid,2025-08-17
4323,Vol Frais,144.93,Achat action,,2025-07-22,2025-07-24,,equipment,Marketing,EXP-2025-04323,2025-07-24,paid,2025-09-11
4324,Personnage Achat,23.07,Frais blanc,Libre jardin prévenir leur.,2025-07-22,2025-07-23,,office,Hébergement,EXP-2025-04324,2025-07-23,paid,2025-07-27
4325,Transformer Dépense,29.67,Achat savoir,,2025-07-22,2025-07-23,,office,Frais bancaires,EXP-2025-04325,2025-07-23,unpaid,2025-08-26
4326,Volonté Dépense,125.09,Service consentir,,2025-07-22,2025-07-24,,food,Frais bancaires,EXP-2025-04326,2025-08-01,unpaid,2025-09-03
4327,Salle Achat,33.91,Facture Caron,Jouer détail ruine savoir.,2025-07-22,2025-07-24,,software,Transport,EXP-2025-04327,2025-08-06,paid,2025-08-19
4328,Répondre Dépense,112.22,Remboursement Bègue,Produire pourtant angoisse nommer.,2025-07-22,2025-07-23,,office,Déplacements,EXP-2025-04328,2025-07-23,paid,2025-09-03
4329,Accrocher Achat,212.63,Service arracher,Parce Que pourtant oui.,2025-07-22,2025-07-23,,food,Maintenance,EXP-2025-04329,2025-07-23,unpaid,2025-09-17
4330,Étendre Frais,39.59,Facture Maillot Marques S.A.R.L.,,2025-07-22,2025-07-23,,food,Frais professionnels,EXP-2025-04330,2025-07-23,paid,2025-09-05
4331,Résistance Dépense,94.17,Note Sainte Manon,,2025-07-22,2025-07-23,,maintenance,Frais bancaires,EXP-2025-04331,2025-07-23,unpaid,2025-08-22
4332,Ton Achat,21.69,Frais mieux,,2025-07-22,2025-07-23,,subscription,Loyer,EXP-2025-04332,2025-07-23,paid,2025-08-26
4333,Témoin Dépense,99.86,Service mine,,2025-07-22,2025-07-23,,professional,Matériel informatique,EXP-2025-04333,2025-07-23,unpaid,2025-08-23
4334,Troubler Achat,64.04,Note Sainte Gilles-la-Forêt,,2025-07-22,2025-07-24,,software,Assurances,EXP-2025-04334,2025-08-10,paid,2025-07-28
4335,Recommencer Facture,79.71,Achat élément,,2025-07-22,2025-07-23,,software,Loyer,EXP-2025-04335,2025-08-03,paid,2025-09-18
4336,Silencieux Facture,32.57,Achat patron,,2025-07-22,2025-07-24,,software,Restauration,EXP-2025-04336,2025-07-24,paid,2025-07-27
4337,Colère Dépense,14.46,Remboursement Blanchet,Trop signe répondre dépasser rôle carte sac jouer.,2025-07-22,2025-07-22,,professional,Frais bancaires,EXP-2025-04337,2025-08-07,paid,2025-08-04
4338,Bout Achat,81.66,Frais guère,Blond rencontre choix rue ouvrage mettre.,2025-07-22,2025-07-22,,equipment,R&D,EXP-2025-04338,2025-07-25,paid,2025-08-19
4339,Miser Facture,10.48,Achat source,Détruire vieux pauvre geste sous.,2025-07-22,2025-07-24,,lodging,Déplacements,EXP-2025-04339,2025-07-24,paid,2025-08-20
4340,Fumée Facture,42.36,Remboursement Delahaye,Boire en pourtant.,2025-07-22,2025-07-23,,office,Maintenance,EXP-2025-04340,2025-07-23,paid,2025-09-18
4341,Obéir Dépense,115.93,Service masse,Âgé lutter également maintenir relever page.,2025-07-22,2025-07-22,,professional,Fournitures bureau,EXP-2025-04341,2025-07-22,paid,2025-07-27
4342,Rassurer Facture,63.66,Frais sommeil,,2025-07-22,2025-07-24,,equipment,Frais professionnels,EXP-2025-04342,2025-07-24,paid,2025-07-30
4343,Mémoire Facture,259.48,Achat or,Trace sans patron croire race hiver courant.,2025-07-22,2025-07-24,,professional,Frais professionnels,EXP-2025-04343,2025-07-24,paid,2025-09-12
4344,Dimanche Frais,123.98,Remboursement Louis,,2025-07-22,2025-07-23,,other,Frais bancaires,EXP-2025-04344,2025-07-23,paid,2025-08-14
4345,Voler Dépense,32.36,Service achever,,2025-07-22,2025-07-23,,professional,Maintenance,EXP-2025-04345,2025-07-23,paid,2025-08-10
4346,Absence Frais,55.8,Note Sainte Andrée,Vaincre hôtel empêcher droite avant vrai comme.,2025-07-22,2025-07-22,,travel,Frais bancaires,EXP-2025-04346,2025-07-22,paid,2025-09-14
4347,Lieu Facture,52.57,Remboursement Blanc,,2025-07-22,2025-07-23,,food,Frais bancaires,EXP-2025-04347,2025-07-24,paid,2025-08-05
4348,Forcer Dépense,15.4,Service supérieur,Deux quitter prévoir air semaine.,2025-07-22,2025-07-22,,software,Maintenance,EXP-2025-04348,2025-07-22,unpaid,2025-09-11
4349,Autant Facture,25.73,Facture Joubert,Volonté honte parcourir inutile.,2025-07-22,2025-07-23,,food,Frais de représentation,EXP-2025-04349,2025-07-23,paid,2025-08-19
4350,Coin Achat,34.86,Service palais,Vers montagne partir chant passage sorte.,2025-07-22,2025-07-22,,subscription,Transport,EXP-2025-04350,2025-07-22,paid,2025-09-01
4351,Officier Dépense,10.71,Remboursement Boulay,,2025-07-22,2025-07-23,,food,Hébergement,EXP-2025-04351,2025-07-23,paid,2025-08-18
4352,Page Achat,56.71,Remboursement Allain,Fusil marquer ton gros détruire précis oeuvre.,2025-07-22,2025-07-24,,equipment,R&D,EXP-2025-04352,2025-07-24,paid,2025-09-10
4353,Nourrir Dépense,44.73,Facture Techer SARL,Depuis groupe conversation demander du yeux moi.,2025-07-22,2025-07-22,,professional,Déplacements,EXP-2025-04353,2025-07-31,paid,2025-08-13
4354,Servir Achat,14.32,Service me,Nerveux précéder calme loi effet abandonner.,2025-07-22,2025-07-23,,travel,Maintenance,EXP-2025-04354,2025-07-23,paid,2025-09-02
4355,Page Dépense,75.44,Frais hésiter,,2025-07-22,2025-07-22,,research,Frais de représentation,EXP-2025-04355,2025-07-22,paid,2025-08-06
4356,Succès Frais,96.8,Achat matin,Envoyer du cause serrer.,2025-07-22,2025-07-22,,marketing,Frais professionnels,EXP-2025-04356,2025-08-08,unpaid,2025-07-24
4357,Intelligence Achat,65.47,Achat cacher,Ton argent atteindre honneur bientôt bord.,2025-07-22,2025-07-22,,equipment,Marketing,EXP-2025-04357,2025-07-22,paid,2025-08-12
4358,Retour Facture,42.13,Frais fond,,2025-07-22,2025-07-22,,equipment,Fournitures bureau,EXP-2025-04358,2025-07-30,paid,2025-08-16
4359,Colère Achat,87.63,Service spectacle,,2025-07-22,2025-07-23,,subscription,Fournitures bureau,EXP-2025-04359,2025-07-23,paid,2025-07-23
4360,Haut Achat,94.08,Achat eau,,2025-07-22,2025-07-24,,food,Transport,EXP-2025-04360,2025-07-24,unpaid,2025-07-30
4361,Couler Achat,69.82,Achat troisième,,2025-07-22,2025-07-24,,food,Frais de représentation,EXP-2025-04361,2025-07-24,unpaid,2025-07-23
4362,Vif Facture,28.23,Remboursement Breton,Parfaitement éclat arriver étude.,2025-07-22,2025-07-24,,office,Communication,EXP-2025-04362,2025-07-24,paid,2025-09-19
4363,Frais Achat,68.12,Note Moreno,Exprimer espèce sous étude naturel risquer.,2025-07-22,2025-07-24,,maintenance,Déplacements,EXP-2025-04363,2025-07-24,paid,2025-08-03
4364,Type Facture,142.08,Facture Grenier Chevallier SARL,Lorsque consulter tourner secret.,2025-07-22,2025-07-23,,office,Loyer,EXP-2025-04364,2025-07-23,unpaid,2025-08-31
4365,Véritable Facture,33.88,Facture Coste Adam et Fils,,2025-07-22,2025-07-24,,subscription,Marketing,EXP-2025-04365,2025-07-24,unpaid,2025-08-26
4366,Lune Achat,292.47,Frais terme,Manquer répéter comme endroit violence.,2025-07-22,2025-07-22,,marketing,Frais professionnels,EXP-2025-04366,2025-07-22,paid,2025-09-05
4367,Suite Facture,35.86,Facture Bonnet,,2025-07-22,2025-07-24,,research,Formation,EXP-2025-04367,2025-07-24,paid,2025-08-25
4368,Exemple Facture,56.03,Facture Perrot SA,Six trois le écrire plutôt pied droite.,2025-07-22,2025-07-22,,research,Abonnements,EXP-2025-04368,2025-07-22,paid,2025-09-17
4369,Salle Dépense,31.88,Frais non,,2025-07-22,2025-07-22,,travel,Frais bancaires,EXP-2025-04369,2025-07-22,unpaid,2025-08-19
4370,Admettre Frais,65.28,Note Sainte Nicoleboeuf,,2025-07-22,2025-07-24,,research,R&D,EXP-2025-04370,2025-08-12,paid,2025-08-05
4371,Bientôt Facture,13.55,Note Maréchal-les-Bains,Découvrir obliger troisième silencieux patron espoir.,2025-07-22,2025-07-23,,software,R&D,EXP-2025-04371,2025-07-23,unpaid,2025-08-13
4372,Fine Dépense,35.27,Frais course,,2025-07-22,2025-07-24,,subscription,Marketing,EXP-2025-04372,2025-08-03,paid,2025-08-25
4373,De Facture,22.79,Achat enfant,Inconnu sentier vie je immense vif.,2025-07-22,2025-07-24,,office,Frais professionnels,EXP-2025-04373,2025-07-24,paid,2025-08-11
4374,Triste Achat,60.84,Note Georges,Réduire tout combat profiter corps gagner espèce.,2025-07-22,2025-07-23,,travel,Transport,EXP-2025-04374,2025-07-23,paid,2025-09-08
4375,Qualité Dépense,120.97,Frais distance,,2025-07-22,2025-07-22,,professional,Frais professionnels,EXP-2025-04375,2025-07-23,unpaid,2025-09-03
4376,Etc Achat,91.54,Frais attirer,Rideau façon paysage anglais environ.,2025-07-22,2025-07-22,,equipment,Transport,EXP-2025-04376,2025-08-07,paid,2025-07-31
4377,Aider Facture,8.19,Service refuser,Précieux produire répandre arrière posséder.,2025-07-22,2025-07-23,,software,Frais de représentation,EXP-2025-04377,2025-07-23,paid,2025-07-25
4378,Couche Frais,279.68,Achat million,Voisin contraire franc cabinet sortir.,2025-07-22,2025-07-24,,lodging,Marketing,EXP-2025-04378,2025-07-24,paid,2025-09-07
4379,Journal Dépense,69.15,Facture Meyer SARL,,2025-07-22,2025-07-24,,food,Communication,EXP-2025-04379,2025-07-24,paid,2025-09-08
4380,Immense Dépense,29.34,Frais longtemps,Terrain position tempête sauvage société personne.,2025-07-22,2025-07-22,,travel,Matériel informatique,EXP-2025-04380,2025-08-07,paid,2025-08-23
4381,Chant Frais,61.91,Service oreille,Nuage côte marquer devenir exiger pourquoi science.,2025-07-22,2025-07-22,,other,Fournitures bureau,EXP-2025-04381,2025-07-22,paid,2025-08-16
4382,Signifier Achat,62.86,Facture Godard,Écraser écarter tracer relation.,2025-07-22,2025-07-23,,maintenance,Loyer,EXP-2025-04382,2025-08-09,paid,2025-07-28
4383,Queue Frais,32.03,Note Saint Rémynec,Observer céder nécessaire creuser.,2025-07-22,2025-07-23,,equipment,Assurances,EXP-2025-04383,2025-07-23,paid,2025-08-27
4384,Beaucoup Frais,63.96,Remboursement Gillet,Terre mode autorité absolument ignorer matin puisque.,2025-07-22,2025-07-22,,office,Transport,EXP-2025-04384,2025-07-22,paid,2025-08-16
4385,Huit Frais,33.58,Achat écrire,,2025-07-22,2025-07-24,,lodging,Assurances,EXP-2025-04385,2025-07-24,paid,2025-08-07
4386,Long Dépense,39.51,Facture Gosselin,Auquel parmi fortune conduire reculer.,2025-07-22,2025-07-23,,subscription,Frais professionnels,EXP-2025-04386,2025-07-23,paid,2025-09-14
4387,Résistance Frais,31.53,Service grave,,2025-07-22,2025-07-22,,lodging,Loyer,EXP-2025-04387,2025-07-22,paid,2025-08-04
4388,Dent Dépense,17.35,Achat tendre,Page jaune tracer position crise.,2025-07-22,2025-07-23,,food,R&D,EXP-2025-04388,2025-08-04,paid,2025-08-28
4389,Recevoir Frais,61.35,Remboursement Berger,Supporter heureux repas arracher peine sous soir.,2025-07-22,2025-07-22,,office,Déplacements,EXP-2025-04389,2025-07-22,paid,2025-08-08
4390,Colère Frais,87.2,Service où,Sien éloigner as profiter.,2025-07-22,2025-07-22,,food,Transport,EXP-2025-04390,2025-07-22,paid,2025-07-26
4391,Siècle Frais,82.43,Remboursement Moulin,,2025-07-22,2025-07-22,,travel,Matériel informatique,EXP-2025-04391,2025-07-22,paid,2025-08-28
4392,Cinq Frais,105.21,Achat falloir,,2025-07-22,2025-07-22,,lodging,Abonnements,EXP-2025-04392,2025-07-22,paid,2025-08-09
4393,Troubler Achat,70.77,Frais soit,,2025-07-22,2025-07-24,,equipment,Formation,EXP-2025-04393,2025-07-24,paid,2025-09-02
4394,Mari Facture,35.65,Achat préparer,Dernier aller neuf mais.,2025-07-22,2025-07-24,,professional,Abonnements,EXP-2025-04394,2025-07-24,paid,2025-08-17
4395,Quoi Frais,106.88,Frais naturel,,2025-07-22,2025-07-23,,professional,Maintenance,EXP-2025-04395,2025-07-23,paid,2025-08-06
4396,Disposer Frais,18.43,Service fin,Tracer parfois bouche colline grain.,2025-07-22,2025-07-24,,software,Déplacements,EXP-2025-04396,2025-07-24,unpaid,2025-08-31
4397,Supporter Dépense,26.56,Frais homme,Précipiter neuf pousser rejeter.,2025-07-22,2025-07-24,,other,Fournitures bureau,EXP-2025-04397,2025-07-24,paid,2025-07-31
4398,Vivant Dépense,25.25,Service pied,Lune immobile cesser papier bureau danser dans.,2025-07-22,2025-07-22,,equipment,Marketing,EXP-2025-04398,2025-08-20,paid,2025-08-09
4399,Étendre Achat,129.55,Remboursement Delorme,Presque mêler famille.,2025-07-22,2025-07-24,,marketing,Loyer,EXP-2025-04399,2025-08-22,paid,2025-08-12
4400,User Facture,116.07,Facture François,,2025-07-22,2025-07-23,,maintenance,Assurances,EXP-2025-04400,2025-07-23,unpaid,2025-07-31
4401,Idée Frais,80.63,Service yeux,Choisir jambe oser trente peur sous mauvais cause.,2025-07-22,2025-07-23,,professional,Restauration,EXP-2025-04401,2025-07-23,paid,2025-09-09
4402,Action Achat,128.71,Achat fin,,2025-07-22,2025-07-22,,marketing,Marketing,EXP-2025-04402,2025-07-22,paid,2025-09-18
