STATEMENT_ID,STATEMENT_DATE,OPERATION_LABEL,ADDITIONAL_LABEL,DEBIT,CREDIT,COMMENTS,RELATED_INVOICE_ID,RELATED_EXPENSE_ID,VALUE_DATE,SOURCE_FILENAME,MIME_TYPE,CREATED_AT
5878,2025-07-21,AGIOS,REGULARISATION,69.45,,Opération automatique,,,2025-07-21,,,2025-07-21
5879,2025-07-21,REMBOURSEMENT,DIVERS,,12.32,Opération automatique,,,2025-07-21,,,2025-07-21
5880,2025-07-21,VIR DIVERS,CORRECTION,59.71,,Opération automatique,,,2025-07-22,,,2025-07-21
5881,2025-07-21,REMBOURSEMENT,PENALITE,23.29,,Opération automatique,,,2025-07-20,,,2025-07-21
5882,2025-07-21,PENALITES RETARD,DIVERS,,17.3,Opération automatique,,,2025-07-20,,,2025-07-21
5883,2025-07-21,FRAIS BANCAIRES,PENALITE,15.59,,Opération automatique,,,2025-07-20,,,2025-07-21
5884,2025-07-21,FRAIS TENUE COMPTE,AJUSTEMENT,,49.2,Opération automatique,,,2025-07-20,,,2025-07-21
5885,2025-07-21,FRAIS BANCAIRES,PENALITE,29.69,,Opération automatique,,,2025-07-20,,,2025-07-21
5886,2025-07-21,VIR DIVERS,FRAIS MENSUELS,308.27,,Opération automatique,,,2025-07-21,,,2025-07-21
5887,2025-07-21,VIR DIVERS,COMMISSION,7.22,,Opération automatique,,,2025-07-22,,,2025-07-21
5888,2025-07-21,PENALITES RETARD,AUTRE OPERATION,37.4,,Opération automatique,,,2025-07-22,,,2025-07-21
5889,2025-07-21,FRAIS TENUE COMPTE,CORRECTION,10.64,,Opération automatique,,,2025-07-22,,,2025-07-21
5890,2025-07-21,FRAIS TENUE COMPTE,AJUSTEMENT,,7.08,Opération automatique,,,2025-07-20,,,2025-07-21
5891,2025-07-21,PENALITES RETARD,REGULARISATION,19.83,,Opération automatique,,,2025-07-22,,,2025-07-21
5892,2025-07-21,REMBOURSEMENT,AUTRE OPERATION,,23.68,Opération automatique,,,2025-07-20,,,2025-07-21
5893,2025-07-21,COMMISSION VIREMENT,CORRECTION,500.0,,Opération automatique,,,2025-07-22,,,2025-07-21
5894,2025-07-21,COTISATION CARTE,AJUSTEMENT,,16.1,Opération automatique,,,2025-07-21,,,2025-07-21
5895,2025-07-21,VIR DIVERS,CORRECTION,5.17,,Opération automatique,,,2025-07-22,,,2025-07-21
5896,2025-07-21,COMMISSION VIREMENT,DIVERS,,27.87,Opération automatique,,,2025-07-22,,,2025-07-21
5897,2025-07-21,AGIOS,REGULARISATION,1.67,,Opération automatique,,,2025-07-21,,,2025-07-21
5898,2025-07-21,FRAIS CHANGE,DIVERS,17.99,,Opération automatique,,,2025-07-22,,,2025-07-21
5899,2025-07-21,PENALITES RETARD,REGULARISATION,20.48,,Opération automatique,,,2025-07-20,,,2025-07-21
5900,2025-07-21,AGIOS,AUTRE OPERATION,52.12,,Opération automatique,,,2025-07-20,,,2025-07-21
5901,2025-07-21,COTISATION CARTE,FRAIS MENSUELS,,64.61,Opération automatique,,,2025-07-20,,,2025-07-21
5902,2025-07-21,FRAIS TENUE COMPTE,REGULARISATION,,10.98,Opération automatique,,,2025-07-21,,,2025-07-21
5903,2025-07-21,REMBOURSEMENT,CORRECTION,,16.76,Opération automatique,,,2025-07-20,,,2025-07-21
5904,2025-07-21,COMMISSION VIREMENT,REGULARISATION,,8.01,Opération automatique,,,2025-07-20,,,2025-07-21
5905,2025-07-21,FRAIS TENUE COMPTE,CORRECTION,5.19,,Opération automatique,,,2025-07-22,,,2025-07-21
5906,2025-07-21,COMMISSION VIREMENT,PENALITE,,29.13,Opération automatique,,,2025-07-21,,,2025-07-21
5907,2025-07-21,FRAIS TENUE COMPTE,FRAIS MENSUELS,4.36,,Opération automatique,,,2025-07-20,,,2025-07-21
5908,2025-07-21,AGIOS,COMMISSION,,12.21,Opération automatique,,,2025-07-20,,,2025-07-21
5909,2025-07-21,FRAIS CHANGE,AUTRE OPERATION,6.08,,Opération automatique,,,2025-07-21,,,2025-07-21
5910,2025-07-21,COMMISSION VIREMENT,CORRECTION,,38.85,Opération automatique,,,2025-07-20,,,2025-07-21
5911,2025-07-21,REMBOURSEMENT,AUTRE OPERATION,,174.46,Opération automatique,,,2025-07-22,,,2025-07-21
5912,2025-07-21,FRAIS BANCAIRES,REGULARISATION,4.21,,Opération automatique,,,2025-07-22,,,2025-07-21
5913,2025-07-21,FRAIS TENUE COMPTE,AUTRE OPERATION,,2.17,Opération automatique,,,2025-07-20,,,2025-07-21
5914,2025-07-21,COTISATION CARTE,PENALITE,,17.29,Opération automatique,,,2025-07-22,,,2025-07-21
5915,2025-07-21,COMMISSION VIREMENT,REGULARISATION,20.47,,Opération automatique,,,2025-07-22,,,2025-07-21
5916,2025-07-21,INTERETS CREDITEURS,FRAIS MENSUELS,26.11,,Opération automatique,,,2025-07-22,,,2025-07-21
5917,2025-07-21,VIR DIVERS,FRAIS MENSUELS,11.76,,Opération automatique,,,2025-07-21,,,2025-07-21
5918,2025-07-21,COMMISSION VIREMENT,AUTRE OPERATION,,15.79,Opération automatique,,,2025-07-21,,,2025-07-21
5919,2025-07-21,PENALITES RETARD,COMMISSION,31.22,,Opération automatique,,,2025-07-22,,,2025-07-21
5920,2025-07-21,AGIOS,COMMISSION,70.0,,Opération automatique,,,2025-07-22,,,2025-07-21
5921,2025-07-21,COMMISSION VIREMENT,DIVERS,,1.92,Opération automatique,,,2025-07-21,,,2025-07-21
5922,2025-07-21,INTERETS CREDITEURS,PENALITE,12.9,,Opération automatique,,,2025-07-22,,,2025-07-21
5923,2025-07-21,AGIOS,FRAIS MENSUELS,25.96,,Opération automatique,,,2025-07-20,,,2025-07-21
5924,2025-07-21,FRAIS TENUE COMPTE,FRAIS MENSUELS,6.68,,Opération automatique,,,2025-07-22,,,2025-07-21
5925,2025-07-21,REMBOURSEMENT,REGULARISATION,160.36,,Opération automatique,,,2025-07-22,,,2025-07-21
5926,2025-07-21,FRAIS TENUE COMPTE,PENALITE,9.37,,Opération automatique,,,2025-07-20,,,2025-07-21
5927,2025-07-21,FRAIS TENUE COMPTE,PENALITE,,19.11,Opération automatique,,,2025-07-20,,,2025-07-21
5928,2025-07-21,REMBOURSEMENT,CORRECTION,,39.14,Opération automatique,,,2025-07-21,,,2025-07-21
5929,2025-07-21,FRAIS CHANGE,CORRECTION,9.88,,Opération automatique,,,2025-07-22,,,2025-07-21
5930,2025-07-21,FRAIS CHANGE,AUTRE OPERATION,,2.19,Opération automatique,,,2025-07-22,,,2025-07-21
5931,2025-07-21,PENALITES RETARD,COMMISSION,12.01,,Opération automatique,,,2025-07-21,,,2025-07-21
5932,2025-07-21,FRAIS BANCAIRES,REGULARISATION,69.08,,Opération automatique,,,2025-07-22,,,2025-07-21
5933,2025-07-21,FRAIS TENUE COMPTE,DIVERS,,13.41,Opération automatique,,,2025-07-21,,,2025-07-21
5934,2025-07-21,FRAIS TENUE COMPTE,COMMISSION,7.27,,Opération automatique,,,2025-07-21,,,2025-07-21
5935,2025-07-21,FRAIS TENUE COMPTE,REGULARISATION,,61.0,Opération automatique,,,2025-07-21,,,2025-07-21
5936,2025-07-21,FRAIS TENUE COMPTE,AJUSTEMENT,,13.51,Opération automatique,,,2025-07-22,,,2025-07-21
5937,2025-07-21,INTERETS CREDITEURS,COMMISSION,,10.89,Opération automatique,,,2025-07-22,,,2025-07-21
5938,2025-07-21,INTERETS CREDITEURS,FRAIS MENSUELS,24.03,,Opération automatique,,,2025-07-21,,,2025-07-21
5939,2025-07-21,INTERETS CREDITEURS,FRAIS MENSUELS,50.65,,Opération automatique,,,2025-07-21,,,2025-07-21
5940,2025-07-21,AGIOS,PENALITE,350.04,,Opération automatique,,,2025-07-22,,,2025-07-21
5941,2025-07-21,FRAIS TENUE COMPTE,DIVERS,54.2,,Opération automatique,,,2025-07-21,,,2025-07-21
5942,2025-07-21,PENALITES RETARD,COMMISSION,,80.79,Opération automatique,,,2025-07-21,,,2025-07-21
5943,2025-07-21,PENALITES RETARD,AUTRE OPERATION,10.94,,Opération automatique,,,2025-07-20,,,2025-07-21
5944,2025-07-21,INTERETS CREDITEURS,PENALITE,5.86,,Opération automatique,,,2025-07-22,,,2025-07-21
5945,2025-07-21,FRAIS CHANGE,AUTRE OPERATION,,21.65,Opération automatique,,,2025-07-21,,,2025-07-21
5946,2025-07-21,PENALITES RETARD,CORRECTION,,22.84,Opération automatique,,,2025-07-21,,,2025-07-21
5947,2025-07-21,COMMISSION VIREMENT,AJUSTEMENT,5.51,,Opération automatique,,,2025-07-22,,,2025-07-21
5948,2025-07-21,REMBOURSEMENT,COMMISSION,16.28,,Opération automatique,,,2025-07-21,,,2025-07-21
5949,2025-07-21,COTISATION CARTE,AJUSTEMENT,32.43,,Opération automatique,,,2025-07-22,,,2025-07-21
5950,2025-07-21,FRAIS TENUE COMPTE,DIVERS,,30.95,Opération automatique,,,2025-07-22,,,2025-07-21
5951,2025-07-21,FRAIS BANCAIRES,FRAIS MENSUELS,36.79,,Opération automatique,,,2025-07-21,,,2025-07-21
5952,2025-07-21,FRAIS TENUE COMPTE,DIVERS,,28.48,Opération automatique,,,2025-07-22,,,2025-07-21
5953,2025-07-21,AGIOS,FRAIS MENSUELS,,10.93,Opération automatique,,,2025-07-22,,,2025-07-21
5954,2025-07-21,REMBOURSEMENT,CORRECTION,10.84,,Opération automatique,,,2025-07-21,,,2025-07-21
5955,2025-07-21,COMMISSION VIREMENT,COMMISSION,4.76,,Opération automatique,,,2025-07-22,,,2025-07-21
5956,2025-07-21,COMMISSION VIREMENT,COMMISSION,171.01,,Opération automatique,,,2025-07-22,,,2025-07-21
5957,2025-07-21,FRAIS BANCAIRES,COMMISSION,20.41,,Opération automatique,,,2025-07-20,,,2025-07-21
5958,2025-07-21,INTERETS CREDITEURS,AUTRE OPERATION,15.34,,Opération automatique,,,2025-07-21,,,2025-07-21
5959,2025-07-21,PENALITES RETARD,FRAIS MENSUELS,,6.59,Opération automatique,,,2025-07-21,,,2025-07-21
5960,2025-07-21,FRAIS BANCAIRES,AUTRE OPERATION,500.0,,Opération automatique,,,2025-07-22,,,2025-07-21
5961,2025-07-21,AGIOS,COMMISSION,,5.54,Opération automatique,,,2025-07-21,,,2025-07-21
5962,2025-07-21,FRAIS CHANGE,FRAIS MENSUELS,12.01,,Opération automatique,,,2025-07-22,,,2025-07-21
5963,2025-07-21,FRAIS BANCAIRES,DIVERS,,33.08,Opération automatique,,,2025-07-22,,,2025-07-21
5964,2025-07-21,INTERETS CREDITEURS,CORRECTION,41.27,,Opération automatique,,,2025-07-21,,,2025-07-21
5965,2025-07-21,FRAIS TENUE COMPTE,REGULARISATION,63.4,,Opération automatique,,,2025-07-21,,,2025-07-21
5966,2025-07-21,REMBOURSEMENT,COMMISSION,,175.76,Opération automatique,,,2025-07-21,,,2025-07-21
5967,2025-07-21,VIR DIVERS,AUTRE OPERATION,,36.87,Opération automatique,,,2025-07-22,,,2025-07-21
5968,2025-07-21,REMBOURSEMENT,PENALITE,,5.66,Opération automatique,,,2025-07-22,,,2025-07-21
5969,2025-07-21,REMBOURSEMENT,DIVERS,,14.76,Opération automatique,,,2025-07-22,,,2025-07-21
5970,2025-07-21,FRAIS BANCAIRES,CORRECTION,,29.06,Opération automatique,,,2025-07-20,,,2025-07-21
5971,2025-07-21,REMBOURSEMENT,COMMISSION,,240.3,Opération automatique,,,2025-07-22,,,2025-07-21
5972,2025-07-21,COMMISSION VIREMENT,FRAIS MENSUELS,3.75,,Opération automatique,,,2025-07-20,,,2025-07-21
5973,2025-07-21,FRAIS BANCAIRES,DIVERS,,85.04,Opération automatique,,,2025-07-20,,,2025-07-21
5974,2025-07-21,FRAIS BANCAIRES,REGULARISATION,,24.93,Opération automatique,,,2025-07-22,,,2025-07-21
5975,2025-07-21,FRAIS TENUE COMPTE,COMMISSION,,54.89,Opération automatique,,,2025-07-22,,,2025-07-21
5976,2025-07-21,FRAIS BANCAIRES,FRAIS MENSUELS,,17.77,Opération automatique,,,2025-07-22,,,2025-07-21
5977,2025-07-21,COMMISSION VIREMENT,CORRECTION,7.31,,Opération automatique,,,2025-07-20,,,2025-07-21
5978,2025-07-21,FRAIS TENUE COMPTE,DIVERS,,49.45,Opération automatique,,,2025-07-21,,,2025-07-21
5979,2025-07-21,COTISATION CARTE,PENALITE,44.05,,Opération automatique,,,2025-07-20,,,2025-07-21
5980,2025-07-21,COTISATION CARTE,DIVERS,64.49,,Opération automatique,,,2025-07-20,,,2025-07-21
5981,2025-07-21,INTERETS CREDITEURS,FRAIS MENSUELS,19.77,,Opération automatique,,,2025-07-21,,,2025-07-21
5982,2025-07-21,AGIOS,COMMISSION,9.78,,Opération automatique,,,2025-07-21,,,2025-07-21
5983,2025-07-21,VIR DIVERS,FRAIS MENSUELS,,3.09,Opération automatique,,,2025-07-21,,,2025-07-21
5984,2025-07-21,AGIOS,AJUSTEMENT,53.69,,Opération automatique,,,2025-07-22,,,2025-07-21
5985,2025-07-21,FRAIS CHANGE,FRAIS MENSUELS,,33.4,Opération automatique,,,2025-07-20,,,2025-07-21
5986,2025-07-21,FRAIS BANCAIRES,DIVERS,6.3,,Opération automatique,,,2025-07-22,,,2025-07-21
5987,2025-07-21,COTISATION CARTE,COMMISSION,,10.52,Opération automatique,,,2025-07-20,,,2025-07-21
5988,2025-07-21,INTERETS CREDITEURS,DIVERS,11.47,,Opération automatique,,,2025-07-20,,,2025-07-21
5989,2025-07-21,AGIOS,FRAIS MENSUELS,3.39,,Opération automatique,,,2025-07-20,,,2025-07-21
5990,2025-07-21,FRAIS BANCAIRES,FRAIS MENSUELS,7.53,,Opération automatique,,,2025-07-20,,,2025-07-21
5991,2025-07-21,INTERETS CREDITEURS,AJUSTEMENT,5.15,,Opération automatique,,,2025-07-21,,,2025-07-21
5992,2025-07-21,INTERETS CREDITEURS,FRAIS MENSUELS,,12.24,Opération automatique,,,2025-07-22,,,2025-07-21
5993,2025-07-21,INTERETS CREDITEURS,DIVERS,8.28,,Opération automatique,,,2025-07-22,,,2025-07-21
5994,2025-07-21,FRAIS CHANGE,AUTRE OPERATION,2.85,,Opération automatique,,,2025-07-20,,,2025-07-21
5995,2025-07-21,COTISATION CARTE,DIVERS,,227.49,Opération automatique,,,2025-07-20,,,2025-07-21
5996,2025-07-21,REMBOURSEMENT,FRAIS MENSUELS,90.29,,Opération automatique,,,2025-07-22,,,2025-07-21
5997,2025-07-21,FRAIS TENUE COMPTE,PENALITE,7.89,,Opération automatique,,,2025-07-21,,,2025-07-21
5998,2025-07-21,REMBOURSEMENT,PENALITE,27.85,,Opération automatique,,,2025-07-22,,,2025-07-21
5999,2025-07-21,VIR DIVERS,COMMISSION,33.15,,Opération automatique,,,2025-07-21,,,2025-07-21
6000,2025-07-21,FRAIS CHANGE,DIVERS,83.87,,Opération automatique,,,2025-07-21,,,2025-07-21
6001,2025-07-21,FRAIS TENUE COMPTE,CORRECTION,7.52,,Opération automatique,,,2025-07-21,,,2025-07-21
6002,2025-07-21,INTERETS CREDITEURS,FRAIS MENSUELS,74.48,,Opération automatique,,,2025-07-22,,,2025-07-21
6003,2025-07-21,PENALITES RETARD,CORRECTION,10.41,,Opération automatique,,,2025-07-21,,,2025-07-21
6004,2025-07-21,FRAIS TENUE COMPTE,FRAIS MENSUELS,4.04,,Opération automatique,,,2025-07-20,,,2025-07-21
6005,2025-07-21,FRAIS CHANGE,COMMISSION,47.89,,Opération automatique,,,2025-07-22,,,2025-07-21
6006,2025-07-21,VIR DIVERS,FRAIS MENSUELS,94.53,,Opération automatique,,,2025-07-22,,,2025-07-21
6007,2025-07-21,VIR DIVERS,CORRECTION,448.31,,Opération automatique,,,2025-07-21,,,2025-07-21
6008,2025-07-21,VIR DIVERS,FRAIS MENSUELS,,4.76,Opération automatique,,,2025-07-20,,,2025-07-21
6009,2025-07-21,VIR DIVERS,REGULARISATION,46.47,,Opération automatique,,,2025-07-20,,,2025-07-21
6010,2025-07-21,AGIOS,CORRECTION,,12.28,Opération automatique,,,2025-07-21,,,2025-07-21
6011,2025-07-21,COTISATION CARTE,CORRECTION,51.42,,Opération automatique,,,2025-07-22,,,2025-07-21
6012,2025-07-21,FRAIS TENUE COMPTE,AUTRE OPERATION,,3.44,Opération automatique,,,2025-07-22,,,2025-07-21
6013,2025-07-21,FRAIS TENUE COMPTE,DIVERS,,4.41,Opération automatique,,,2025-07-21,,,2025-07-21
6014,2025-07-21,INTERETS CREDITEURS,PENALITE,7.92,,Opération automatique,,,2025-07-21,,,2025-07-21
6015,2025-07-21,FRAIS TENUE COMPTE,REGULARISATION,22.08,,Opération automatique,,,2025-07-21,,,2025-07-21
6016,2025-07-21,INTERETS CREDITEURS,AUTRE OPERATION,9.31,,Opération automatique,,,2025-07-22,,,2025-07-21
6017,2025-07-21,FRAIS BANCAIRES,CORRECTION,,44.29,Opération automatique,,,2025-07-20,,,2025-07-21
6018,2025-07-21,VIR DIVERS,AJUSTEMENT,68.87,,Opération automatique,,,2025-07-20,,,2025-07-21
6019,2025-07-21,FRAIS TENUE COMPTE,COMMISSION,41.24,,Opération automatique,,,2025-07-20,,,2025-07-21
6020,2025-07-21,COTISATION CARTE,AJUSTEMENT,140.13,,Opération automatique,,,2025-07-22,,,2025-07-21
6021,2025-07-21,COTISATION CARTE,AJUSTEMENT,33.08,,Opération automatique,,,2025-07-21,,,2025-07-21
6022,2025-07-21,FRAIS TENUE COMPTE,PENALITE,,4.66,Opération automatique,,,2025-07-22,,,2025-07-21
6023,2025-07-21,AGIOS,REGULARISATION,,103.14,Opération automatique,,,2025-07-21,,,2025-07-21
6024,2025-07-21,FRAIS BANCAIRES,DIVERS,9.72,,Opération automatique,,,2025-07-22,,,2025-07-21
6025,2025-07-21,INTERETS CREDITEURS,AUTRE OPERATION,59.89,,Opération automatique,,,2025-07-20,,,2025-07-21
6026,2025-07-21,PENALITES RETARD,FRAIS MENSUELS,132.75,,Opération automatique,,,2025-07-20,,,2025-07-21
6027,2025-07-21,COTISATION CARTE,PENALITE,34.74,,Opération automatique,,,2025-07-22,,,2025-07-21
6028,2025-07-21,COTISATION CARTE,CORRECTION,3.34,,Opération automatique,,,2025-07-22,,,2025-07-21
6029,2025-07-21,PENALITES RETARD,AJUSTEMENT,6.67,,Opération automatique,,,2025-07-20,,,2025-07-21
6030,2025-07-21,COMMISSION VIREMENT,REGULARISATION,,98.23,Opération automatique,,,2025-07-21,,,2025-07-21
6031,2025-07-21,INTERETS CREDITEURS,FRAIS MENSUELS,16.4,,Opération automatique,,,2025-07-20,,,2025-07-21
6032,2025-07-21,INTERETS CREDITEURS,AUTRE OPERATION,,22.1,Opération automatique,,,2025-07-21,,,2025-07-21
6033,2025-07-21,INTERETS CREDITEURS,CORRECTION,,49.93,Opération automatique,,,2025-07-22,,,2025-07-21
6034,2025-07-21,COMMISSION VIREMENT,FRAIS MENSUELS,,46.32,Opération automatique,,,2025-07-21,,,2025-07-21
6035,2025-07-21,FRAIS CHANGE,FRAIS MENSUELS,,28.07,Opération automatique,,,2025-07-20,,,2025-07-21
6036,2025-07-21,FRAIS BANCAIRES,REGULARISATION,15.64,,Opération automatique,,,2025-07-20,,,2025-07-21
6037,2025-07-21,FRAIS CHANGE,COMMISSION,,13.8,Opération automatique,,,2025-07-20,,,2025-07-21
6038,2025-07-21,COTISATION CARTE,PENALITE,56.23,,Opération automatique,,,2025-07-21,,,2025-07-21
6039,2025-07-21,REMBOURSEMENT,FRAIS MENSUELS,39.03,,Opération automatique,,,2025-07-21,,,2025-07-21
6040,2025-07-21,PENALITES RETARD,CORRECTION,14.75,,Opération automatique,,,2025-07-21,,,2025-07-21
6041,2025-07-21,PENALITES RETARD,FRAIS MENSUELS,,73.59,Opération automatique,,,2025-07-22,,,2025-07-21
6042,2025-07-21,INTERETS CREDITEURS,PENALITE,17.2,,Opération automatique,,,2025-07-21,,,2025-07-21
6043,2025-07-21,INTERETS CREDITEURS,COMMISSION,,7.23,Opération automatique,,,2025-07-21,,,2025-07-21
6044,2025-07-21,REMBOURSEMENT,AUTRE OPERATION,8.08,,Opération automatique,,,2025-07-22,,,2025-07-21
6045,2025-07-21,PENALITES RETARD,FRAIS MENSUELS,,6.21,Opération automatique,,,2025-07-20,,,2025-07-21
6046,2025-07-21,COMMISSION VIREMENT,FRAIS MENSUELS,,14.48,Opération automatique,,,2025-07-22,,,2025-07-21
6047,2025-07-21,FRAIS BANCAIRES,COMMISSION,88.28,,Opération automatique,,,2025-07-22,,,2025-07-21
6048,2025-07-21,REMBOURSEMENT,DIVERS,,7.64,Opération automatique,,,2025-07-21,,,2025-07-21
6049,2025-07-21,FRAIS CHANGE,AUTRE OPERATION,25.18,,Opération automatique,,,2025-07-21,,,2025-07-21
6050,2025-07-21,VIR DIVERS,REGULARISATION,,9.13,Opération automatique,,,2025-07-20,,,2025-07-21
6051,2025-07-21,REMBOURSEMENT,COMMISSION,14.7,,Opération automatique,,,2025-07-22,,,2025-07-21
6052,2025-07-21,PENALITES RETARD,CORRECTION,3.28,,Opération automatique,,,2025-07-21,,,2025-07-21
6053,2025-07-21,PENALITES RETARD,FRAIS MENSUELS,,15.42,Opération automatique,,,2025-07-22,,,2025-07-21
6054,2025-07-21,VIR DIVERS,AUTRE OPERATION,,15.92,Opération automatique,,,2025-07-20,,,2025-07-21
6055,2025-07-21,VIR DIVERS,AUTRE OPERATION,38.41,,Opération automatique,,,2025-07-21,,,2025-07-21
6056,2025-07-21,AGIOS,DIVERS,,26.26,Opération automatique,,,2025-07-22,,,2025-07-21
6057,2025-07-21,COTISATION CARTE,AUTRE OPERATION,,4.77,Opération automatique,,,2025-07-21,,,2025-07-21
6058,2025-07-21,COTISATION CARTE,CORRECTION,,73.78,Opération automatique,,,2025-07-21,,,2025-07-21
6059,2025-07-21,REMBOURSEMENT,COMMISSION,25.85,,Opération automatique,,,2025-07-21,,,2025-07-21
6060,2025-07-21,FRAIS CHANGE,REGULARISATION,25.48,,Opération automatique,,,2025-07-22,,,2025-07-21
6061,2025-07-21,COTISATION CARTE,FRAIS MENSUELS,19.87,,Opération automatique,,,2025-07-22,,,2025-07-21
6062,2025-07-21,COTISATION CARTE,COMMISSION,,10.79,Opération automatique,,,2025-07-22,,,2025-07-21
6063,2025-07-21,AGIOS,AUTRE OPERATION,26.09,,Opération automatique,,,2025-07-21,,,2025-07-21
6064,2025-07-21,FRAIS CHANGE,PENALITE,,35.54,Opération automatique,,,2025-07-22,,,2025-07-21
6065,2025-07-21,AGIOS,CORRECTION,,2.47,Opération automatique,,,2025-07-20,,,2025-07-21
6066,2025-07-21,COTISATION CARTE,CORRECTION,,10.52,Opération automatique,,,2025-07-22,,,2025-07-21
6067,2025-07-21,COTISATION CARTE,DIVERS,,14.79,Opération automatique,,,2025-07-20,,,2025-07-21
6068,2025-07-21,FRAIS CHANGE,CORRECTION,,27.31,Opération automatique,,,2025-07-21,,,2025-07-21
6069,2025-07-21,COMMISSION VIREMENT,AJUSTEMENT,84.1,,Opération automatique,,,2025-07-20,,,2025-07-21
6070,2025-07-21,INTERETS CREDITEURS,DIVERS,,7.96,Opération automatique,,,2025-07-20,,,2025-07-21
6071,2025-07-21,AGIOS,CORRECTION,11.05,,Opération automatique,,,2025-07-21,,,2025-07-21
6072,2025-07-21,REMBOURSEMENT,CORRECTION,,10.86,Opération automatique,,,2025-07-21,,,2025-07-21
6073,2025-07-21,COTISATION CARTE,AUTRE OPERATION,,7.68,Opération automatique,,,2025-07-21,,,2025-07-21
6074,2025-07-21,INTERETS CREDITEURS,REGULARISATION,13.24,,Opération automatique,,,2025-07-22,,,2025-07-21
6075,2025-07-21,AGIOS,REGULARISATION,50.65,,Opération automatique,,,2025-07-20,,,2025-07-21
6076,2025-07-21,COTISATION CARTE,PENALITE,5.67,,Opération automatique,,,2025-07-22,,,2025-07-21
6077,2025-07-21,VIR DIVERS,DIVERS,33.56,,Opération automatique,,,2025-07-21,,,2025-07-21
6078,2025-07-21,COMMISSION VIREMENT,AUTRE OPERATION,,2.61,Opération automatique,,,2025-07-20,,,2025-07-21
6079,2025-07-21,REMBOURSEMENT,COMMISSION,10.24,,Opération automatique,,,2025-07-21,,,2025-07-21
6080,2025-07-21,FRAIS CHANGE,COMMISSION,,13.53,Opération automatique,,,2025-07-22,,,2025-07-21
6081,2025-07-21,AGIOS,AUTRE OPERATION,149.88,,Opération automatique,,,2025-07-22,,,2025-07-21
6082,2025-07-21,PENALITES RETARD,AJUSTEMENT,14.44,,Opération automatique,,,2025-07-22,,,2025-07-21
6083,2025-07-21,INTERETS CREDITEURS,DIVERS,1.43,,Opération automatique,,,2025-07-21,,,2025-07-21
6084,2025-07-21,INTERETS CREDITEURS,FRAIS MENSUELS,,1.82,Opération automatique,,,2025-07-20,,,2025-07-21
6085,2025-07-21,AGIOS,AUTRE OPERATION,,20.92,Opération automatique,,,2025-07-20,,,2025-07-21
6086,2025-07-21,AGIOS,FRAIS MENSUELS,41.95,,Opération automatique,,,2025-07-21,,,2025-07-21
6087,2025-07-21,AGIOS,CORRECTION,31.52,,Opération automatique,,,2025-07-20,,,2025-07-21
6088,2025-07-21,FRAIS BANCAIRES,REGULARISATION,,24.56,Opération automatique,,,2025-07-22,,,2025-07-21
6089,2025-07-21,FRAIS TENUE COMPTE,PENALITE,81.02,,Opération automatique,,,2025-07-22,,,2025-07-21
6090,2025-07-21,PENALITES RETARD,PENALITE,10.51,,Opération automatique,,,2025-07-22,,,2025-07-21
6091,2025-07-21,AGIOS,REGULARISATION,58.79,,Opération automatique,,,2025-07-21,,,2025-07-21
6092,2025-07-21,FRAIS TENUE COMPTE,COMMISSION,,2.83,Opération automatique,,,2025-07-22,,,2025-07-21
6093,2025-07-21,AGIOS,AUTRE OPERATION,,6.78,Opération automatique,,,2025-07-20,,,2025-07-21
6094,2025-07-21,FRAIS BANCAIRES,REGULARISATION,,2.3,Opération automatique,,,2025-07-21,,,2025-07-21
6095,2025-07-21,VIR DIVERS,DIVERS,14.44,,Opération automatique,,,2025-07-22,,,2025-07-21
6096,2025-07-21,INTERETS CREDITEURS,REGULARISATION,,19.0,Opération automatique,,,2025-07-20,,,2025-07-21
6097,2025-07-21,REMBOURSEMENT,REGULARISATION,23.03,,Opération automatique,,,2025-07-21,,,2025-07-21
6098,2025-07-21,VIR DIVERS,COMMISSION,,21.63,Opération automatique,,,2025-07-21,,,2025-07-21
6099,2025-07-21,COMMISSION VIREMENT,FRAIS MENSUELS,,6.6,Opération automatique,,,2025-07-20,,,2025-07-21
6100,2025-07-21,COMMISSION VIREMENT,FRAIS MENSUELS,15.99,,Opération automatique,,,2025-07-20,,,2025-07-21
6101,2025-07-21,VIR DIVERS,DIVERS,,3.33,Opération automatique,,,2025-07-22,,,2025-07-21
6102,2025-07-21,COMMISSION VIREMENT,DIVERS,103.12,,Opération automatique,,,2025-07-21,,,2025-07-21
6103,2025-07-21,INTERETS CREDITEURS,AUTRE OPERATION,,13.95,Opération automatique,,,2025-07-22,,,2025-07-21
6104,2025-07-21,COMMISSION VIREMENT,FRAIS MENSUELS,11.17,,Opération automatique,,,2025-07-20,,,2025-07-21
6105,2025-07-21,FRAIS BANCAIRES,FRAIS MENSUELS,,135.2,Opération automatique,,,2025-07-22,,,2025-07-21
6106,2025-07-21,VIR DIVERS,REGULARISATION,4.52,,Opération automatique,,,2025-07-22,,,2025-07-21
6107,2025-07-21,COMMISSION VIREMENT,AJUSTEMENT,5.2,,Opération automatique,,,2025-07-20,,,2025-07-21
6108,2025-07-21,REMBOURSEMENT,FRAIS MENSUELS,,5.39,Opération automatique,,,2025-07-20,,,2025-07-21
