invoice_id,invoice_number,client_name,client_id,issue_date,due_date,payment_date,amount_ht,vat_rate,vat_amount,amount_ttc,currency,status,type,category,payment_method,notes,created_at,updated_at
877,INV-2025-1876,Valentin Brunet S.A.R.L.,419,2024-04-14,2024-05-12,2024-04-22,2136.2,20.0,427.24,2563.44,CHF,paid,credit_note,Design,direct_debit,Rejeter demeurer haute pas cri puissance.,2024-04-17,2024-08-13
878,INV-2025-1877,Roux S.A.,142,2024-12-02,2025-01-23,2024-12-27,7196.04,20.0,1439.21,8635.25,USD,paid,invoice,Software,check,,2024-07-18,2024-12-25
879,INV-2025-1878,Letellier,467,2024-07-26,2024-09-04,2024-08-24,2543.72,10.0,254.37,2798.09,CHF,paid,recurring,Support,direct_debit,,2025-02-27,2025-07-16
882,INV-2025-1881,Pons,452,2024-06-24,2024-07-11,2024-06-24,8718.34,10.0,871.83,9590.17,GBP,paid,invoice,Hardware,check,,2024-05-15,2025-04-12
884,INV-2025-1883,Daniel,196,2025-05-08,2025-06-24,2025-06-18,364.51,20.0,72.9,437.41,GBP,paid,recurring,Hardware,check,,2024-02-18,2024-11-03
885,INV-2025-1884,Bègue,344,2025-04-06,2025-05-07,2025-04-15,9179.66,10.0,917.97,10097.63,CHF,paid,recurring,Support,bank_transfer,,2024-10-19,2024-12-22
888,INV-2025-1887,Bouchet SA,227,2025-04-28,2025-05-24,2025-05-04,441.0,5.5,24.25,465.25,EUR,paid,invoice,Hosting,paypal,,2024-09-03,2024-09-01
889,INV-2025-1888,Vasseur,476,2025-01-05,2025-02-27,2025-02-17,7746.86,5.5,426.08,8172.94,USD,paid,proforma,Hardware,credit_card,,2025-02-06,2024-11-10
890,INV-2025-1889,Laurent S.A.S.,349,2024-02-03,2024-03-15,2024-02-21,244.14,5.5,13.43,257.57,EUR,paid,credit_note,Consulting,credit_card,Assez notre suivre curieux.,2024-10-31,2025-03-28
892,INV-2025-1891,Cousin,89,2023-10-17,2023-11-08,2023-11-03,1148.26,10.0,114.83,1263.09,EUR,paid,recurring,Training,bank_transfer,,2024-07-20,2025-04-05
893,INV-2025-1892,Baron,333,2025-07-19,2025-09-01,2025-07-19,6613.82,10.0,661.38,7275.2,GBP,paid,invoice,Consulting,credit_card,,2025-03-12,2025-01-05
895,INV-2025-1894,Weber S.A.R.L.,35,2023-09-18,2023-11-12,2023-10-14,6907.49,20.0,1381.5,8288.99,GBP,paid,invoice,Design,direct_debit,,2024-04-07,2024-08-15
896,INV-2025-1895,Besnard Muller S.A.R.L.,120,2024-02-08,2024-03-26,2024-03-04,2401.01,0.0,0.0,2401.01,EUR,paid,invoice,Maintenance,credit_card,On compter large charger regarder.,2024-01-09,2025-03-18
897,INV-2025-1896,Auger,256,2024-12-03,2025-01-02,2024-12-13,693.24,10.0,69.32,762.56,GBP,paid,credit_note,Software,check,,2024-02-10,2024-09-01
898,INV-2025-1897,Masse et Fils,379,2023-08-19,2023-09-05,2023-08-22,7280.55,20.0,1456.11,8736.66,GBP,paid,credit_note,Maintenance,paypal,,2024-02-03,2025-05-21
899,INV-2025-1898,Gérard,385,2024-07-03,2024-07-20,2024-07-03,9777.92,10.0,977.79,10755.71,EUR,paid,credit_note,Training,paypal,,2024-12-12,2025-03-28
900,INV-2025-1899,Da Costa,411,2023-07-23,2023-09-10,2023-07-26,9185.01,5.5,505.18,9690.19,USD,paid,recurring,Development,paypal,,2023-11-18,2025-04-21
901,INV-2025-1900,Buisson et Fils,489,2024-04-04,2024-05-29,2024-05-11,8711.68,0.0,0.0,8711.68,USD,paid,invoice,Software,credit_card,,2025-07-23,2025-05-18
903,INV-2025-1902,Bernard Jacob et Fils,156,2025-03-20,2025-04-16,2025-03-26,1846.71,5.5,101.57,1948.28,GBP,paid,recurring,Hardware,paypal,Cause mari vol espace éloigner as vrai.,2024-12-07,2024-08-27
905,INV-2025-1904,Schmitt Lenoir SA,11,2025-03-04,2025-04-15,2025-04-01,8214.08,20.0,1642.82,9856.9,CHF,paid,recurring,Consulting,paypal,,2024-05-17,2025-04-05
909,INV-2025-1908,Da Silva SARL,198,2025-04-13,2025-06-04,2025-05-26,8861.5,0.0,0.0,8861.5,USD,paid,credit_note,Hosting,paypal,Essuyer produire françois crier.,2024-12-12,2025-04-08
912,INV-2025-1911,Berger et Fils,7,2025-07-05,2025-09-01,2025-07-20,2549.41,5.5,140.22,2689.63,EUR,paid,invoice,Hosting,check,Affaire part tandis que ruine.,2023-10-07,2025-01-16
913,INV-2025-1912,Gautier SA,85,2024-11-08,2024-11-28,2024-11-24,1969.35,20.0,393.87,2363.22,CHF,paid,proforma,Maintenance,direct_debit,Nourrir où attitude courage essuyer second quant à.,2024-05-31,2024-11-26
916,INV-2025-1915,Lemonnier,269,2025-06-10,2025-07-26,2025-06-23,791.43,20.0,158.29,949.72,CHF,paid,proforma,Hosting,credit_card,,2025-04-11,2025-05-26
920,INV-2025-1919,Laporte SA,137,2024-01-22,2024-03-08,2024-02-09,1098.01,0.0,0.0,1098.01,EUR,paid,invoice,Consulting,credit_card,,2024-11-15,2024-12-10
922,INV-2025-1921,Marie Gérard et Fils,419,2024-02-22,2024-03-31,2024-02-27,3496.47,10.0,349.65,3846.12,USD,paid,proforma,Hosting,check,,2025-05-09,2025-07-12
924,INV-2025-1923,Imbert SARL,189,2025-07-08,2025-08-25,2025-07-09,7022.72,5.5,386.25,7408.97,CHF,paid,recurring,Development,check,,2024-03-01,2024-10-12
928,INV-2025-1927,Dumas,247,2025-03-19,2025-05-02,2025-03-29,4518.24,0.0,0.0,4518.24,USD,paid,credit_note,Hardware,credit_card,Demander gagner couleur suffire.,2023-09-19,2025-01-22
929,INV-2025-1928,Nguyen S.A.,83,2024-10-19,2024-12-15,2024-12-05,1144.15,0.0,0.0,1144.15,GBP,paid,recurring,Maintenance,credit_card,Toujours île fixe chaise problème.,2024-11-25,2024-12-09
930,INV-2025-1929,Rodriguez,341,2024-02-17,2024-04-14,2024-03-07,8985.36,0.0,0.0,8985.36,USD,paid,recurring,Consulting,paypal,Pour attaquer chaise.,2025-05-15,2025-01-20
931,INV-2025-1930,Samson Le Goff S.A.,194,2024-07-13,2024-09-02,2024-08-22,6046.73,10.0,604.67,6651.4,CHF,paid,recurring,Hardware,credit_card,,2025-06-11,2024-11-14
932,INV-2025-1931,Verdier Lenoir S.A.,382,2024-11-02,2024-12-05,2024-11-17,982.48,5.5,54.04,1036.52,EUR,paid,proforma,Software,paypal,Fumer magnifique six curieux.,2024-07-25,2025-06-13
933,INV-2025-1932,Chauveau S.A.R.L.,434,2024-07-16,2024-09-05,2024-08-12,3176.91,5.5,174.73,3351.64,CHF,paid,recurring,Training,paypal,Désigner habitant d'autres toucher tromper.,2025-07-02,2025-03-03
934,INV-2025-1933,Bertrand,55,2025-06-19,2025-07-12,2025-06-19,6056.01,5.5,333.08,6389.09,CHF,paid,invoice,Development,check,,2023-08-24,2025-01-21
936,INV-2025-1935,Costa,435,2025-04-11,2025-05-15,2025-04-20,6917.14,10.0,691.71,7608.85,CHF,paid,credit_note,Support,paypal,Banc rapide pourquoi frère d'abord.,2024-04-27,2024-11-15
942,INV-2025-1941,Poulain,475,2023-09-01,2023-09-25,2023-09-11,9828.74,5.5,540.58,10369.32,EUR,paid,invoice,Training,check,,2024-07-19,2025-03-20
943,INV-2025-1942,Roger,304,2023-08-23,2023-09-10,2023-09-09,5202.81,10.0,520.28,5723.09,CHF,paid,credit_note,Hosting,credit_card,,2024-12-08,2025-02-25
944,INV-2025-1943,Dos Santos Daniel S.A.,335,2025-01-20,2025-02-19,2025-01-26,3096.63,5.5,170.31,3266.94,CHF,paid,invoice,Support,check,,2024-09-15,2024-09-05
945,INV-2025-1944,Chrétien Vallet S.A.,43,2024-12-08,2025-02-02,2025-01-23,214.86,0.0,0.0,214.86,EUR,paid,recurring,Development,credit_card,,2024-03-28,2024-12-07
949,INV-2025-1948,Mahe Fernandes S.A.,63,2024-02-22,2024-04-21,2024-03-03,5591.75,10.0,559.17,6150.92,EUR,paid,credit_note,Design,credit_card,,2024-08-31,2025-03-23
951,INV-2025-1950,De Oliveira,338,2023-11-02,2023-12-29,2023-12-18,3075.94,10.0,307.59,3383.53,CHF,paid,credit_note,Design,check,,2024-07-02,2025-05-05
953,INV-2025-1952,Bouchet,309,2025-05-30,2025-06-23,2025-06-21,8343.02,5.5,458.87,8801.89,USD,paid,proforma,Maintenance,credit_card,Été pays envelopper note poussière selon histoire emmener.,2023-11-03,2025-07-07
954,INV-2025-1953,Bertin Dumas S.A.R.L.,333,2025-03-27,2025-05-08,2025-04-25,2624.18,20.0,524.84,3149.02,USD,paid,recurring,Support,bank_transfer,Vide regretter argent étudier image combat.,2025-07-10,2024-09-23
955,INV-2025-1954,Vidal,37,2025-01-25,2025-03-24,2025-03-17,6975.7,5.5,383.66,7359.36,GBP,paid,credit_note,Training,direct_debit,,2023-12-07,2025-06-14
957,INV-2025-1956,Bertin,34,2024-10-11,2024-11-12,2024-10-23,1188.9,20.0,237.78,1426.68,GBP,paid,invoice,Training,paypal,Connaître moi angoisse enlever éteindre faux.,2024-09-15,2024-09-24
959,INV-2025-1958,Rousset S.A.S.,302,2024-03-27,2024-04-18,2024-04-11,7310.44,10.0,731.04,8041.48,CHF,paid,invoice,Development,paypal,Éprouver près inutile eaux triste visage mourir.,2023-11-15,2025-05-29
963,INV-2025-1962,Simon Perez S.A.S.,409,2025-03-09,2025-04-19,2025-04-04,1912.73,10.0,191.27,2104.0,CHF,paid,proforma,Maintenance,check,,2025-05-13,2025-01-12
966,INV-2025-1965,Le Gall,493,2024-02-29,2024-04-02,2024-04-02,4979.22,0.0,0.0,4979.22,CHF,paid,credit_note,Support,check,,2024-07-04,2025-06-27
968,INV-2025-1967,Meunier S.A.,311,2024-06-08,2024-07-15,2024-06-21,7415.93,0.0,0.0,7415.93,CHF,paid,credit_note,Development,credit_card,,2024-03-15,2025-01-23
971,INV-2025-1970,Berthelot Pinto et Fils,476,2024-02-20,2024-04-15,2024-03-31,2252.89,10.0,225.29,2478.18,EUR,paid,recurring,Design,check,,2024-10-07,2025-05-12
972,INV-2025-1971,Lemoine Weber SARL,55,2025-07-02,2025-07-17,2025-07-05,3352.66,10.0,335.27,3687.93,EUR,paid,proforma,Software,check,,2024-09-26,2025-01-29
974,INV-2025-1973,Colin,187,2024-12-21,2025-01-21,2025-01-17,4014.05,10.0,401.4,4415.45,CHF,paid,credit_note,Development,paypal,,2024-08-09,2025-07-10
977,INV-2025-1976,Blin Boyer S.A.,410,2025-05-09,2025-06-10,2025-06-03,4941.77,20.0,988.35,5930.12,USD,paid,proforma,Hosting,direct_debit,Impossible pourquoi exiger arriver expression partout.,2024-04-25,2024-08-11
978,INV-2025-1977,Buisson S.A.,65,2024-03-04,2024-04-12,2024-04-01,9581.02,0.0,0.0,9581.02,USD,paid,proforma,Development,bank_transfer,Confondre bien rang mêler sommet salut politique élever.,2025-01-06,2025-04-20
980,INV-2025-1979,Paul Carre SARL,374,2023-11-11,2023-12-01,2023-11-12,2552.7,5.5,140.4,2693.1,USD,paid,credit_note,Maintenance,bank_transfer,Fusil titre coeur d'abord lier sauver résultat.,2024-09-29,2025-03-18
982,INV-2025-1981,Voisin SARL,141,2023-10-21,2023-11-14,2023-11-02,1409.73,0.0,0.0,1409.73,USD,paid,credit_note,Hosting,bank_transfer,,2024-03-21,2025-04-17
985,INV-2025-1984,Blot,1,2023-11-01,2023-12-01,2023-11-08,570.81,0.0,0.0,570.81,EUR,paid,proforma,Hardware,paypal,,2025-03-07,2025-05-23
986,INV-2025-1985,Becker S.A.R.L.,187,2023-10-17,2023-12-09,2023-10-24,1929.92,20.0,385.98,2315.9,GBP,paid,proforma,Consulting,bank_transfer,,2025-03-03,2025-01-06
987,INV-2025-1986,David et Fils,185,2023-08-25,2023-10-22,2023-09-13,8633.55,10.0,863.36,9496.91,GBP,paid,proforma,Hardware,paypal,,2024-08-25,2025-03-10
989,INV-2025-1988,Denis S.A.S.,390,2024-12-22,2025-02-09,2024-12-22,3084.62,20.0,616.92,3701.54,USD,paid,credit_note,IT_Services,credit_card,,2023-12-30,2025-03-08
990,INV-2025-1989,Leconte Marty SA,459,2025-06-21,2025-08-10,2025-06-30,8926.71,10.0,892.67,9819.38,GBP,paid,recurring,Consulting,check,,2023-10-02,2024-09-17
991,INV-2025-1990,Benard,86,2025-05-10,2025-06-20,2025-06-05,9529.2,0.0,0.0,9529.2,GBP,paid,credit_note,Maintenance,bank_transfer,Siège rentrer ordre lire.,2023-09-15,2024-08-30
993,INV-2025-1992,Pages SA,2,2024-02-26,2024-04-05,2024-03-13,2787.79,5.5,153.33,2941.12,USD,paid,credit_note,Design,bank_transfer,Tirer seuil inviter pouvoir conscience.,2024-12-28,2024-09-02
994,INV-2025-1993,Lamy,156,2023-12-10,2024-01-26,2024-01-13,7106.76,10.0,710.68,7817.44,USD,paid,proforma,Maintenance,direct_debit,,2024-01-06,2025-02-07
996,INV-2025-1995,Millet S.A.R.L.,274,2025-02-02,2025-02-20,2025-02-03,2565.18,5.5,141.08,2706.26,EUR,paid,invoice,Training,direct_debit,Fin immense qualité porte.,2025-05-07,2025-01-11
